Season,Cultivar,Repetition,PH,IFP,NLP,NGP,NGL,NS,MHG,GY,Maturation group,Seeds per meter/linear,Density per meter/linear
0,0,0,0.23728813559322026,0.41666666666666663,0.7587548638132295,0.5162827640984908,0.37662337662337664,0.5581395348837209,0.2826624690802787,0.49961819345061725,0.49999999999999983,0.8403361344537816,0.8403361344537815
0,0,0.3333333333333333,0.23305084745762714,0.3229166666666667,0.7957198443579766,0.5845909451945989,0.393939394,0.7906976744186046,0.1644929165729705,0.5835094950424116,0.49999999999999983,0.8403361344537816,0.8403361344537815
0,0,0.6666666666666666,0.3347457627118644,0.5208333333333334,0.7801556420233463,0.6163621922160444,0.4675324675324676,0.7441860465116279,0.24454688554081405,0.5463902328282874,0.49999999999999983,0.8403361344537816,0.8403361344537815
0,0,1,0.2684322033898306,0.42031250000000003,0.7782101167315175,0.5723987291501191,0.4112554112554112,0.6976744186046512,0.24106138970092195,0.5231339389168487,0.49999999999999983,0.8403361344537816,0.8403361344537815
0,0.025641026,0,0.7118644067796611,0.5625000000000001,0.7645914396887159,0.4972200158856235,0.35064935064935066,0.813953488,0.20834270294580617,0.4990786521491728,0.49999999999999983,0.33613445378151263,0.33613445378151263
0,0.025641026,0.3333333333333333,0.597457627,0.7083333333333335,0.4766536964980545,0.31850675138999207,0.393939394,0.7906976744186046,0.3126827074432202,0.5414783431659577,0.49999999999999983,0.33613445378151263,0.33613445378151263
0,0.025641026,0.6666666666666666,0.7796610169491527,0.44791666666666674,0.7315175097276265,0.4527402700555997,0.329004329,0.7441860465116279,0.26051270519451303,0.48485893795864704,0.49999999999999983,0.33613445378151263,0.33613445378151263
0,0.025641026,1,0.6963983050847458,0.5729166666666667,0.6575875486381323,0.422835584,0.35930735930735935,0.7825581395348837,0.25680233865527324,0.47983501239765664,0.49999999999999983,0.33613445378151263,0.33613445378151263
0,0.051282051,0,0.097457627,0.375,0.43385214007782097,0.4011119936457506,0.5887445887445887,0.7906976744186046,0.5980436249156735,0.6198032295821946,0.5357142857142857,0.6722689075630253,0.6722689075630253
0,0.051282051,0.3333333333333333,0.17372881355932196,0.44791666666666674,0.5038910505836576,0.5599682287529786,0.7272727272727273,0.6744186046511628,0.5586912525297953,0.6085642599586647,0.5357142857142857,0.6722689075630253,0.6722689075630253
0,0.051282051,0.6666666666666666,0.13559322033898302,0.6354166666666666,0.5642023346303502,0.5345512311358221,0.6017316017316018,0.8604651162790697,0.5183269619968518,0.5750861644510094,0.5357142857142857,0.6722689075630253,0.6722689075630253
0,0.051282051,1,0.13559322033898302,0.48593750000000013,0.5006809338521401,0.49853057982525817,0.6406926406926406,0.7755813953488372,0.5584663818304474,0.6368503760573389,0.5357142857142857,0.6722689075630253,0.6722689075630253
0,0.076923077,0,0.13559322033898302,0.4270833333333333,0.60311284,0.6806989674344717,0.7489177489177489,0.9069767441860465,0.6882167753541715,0.7620003714874535,0.5357142857142857,0.5882352941176471,0.5882352941176471
0,0.076923077,0.3333333333333333,0.24576271186440682,0.5104166666666667,0.4182879377431907,0.5091342335186655,0.7965367965367964,1,0.6403193163930738,0.7129551826922226,0.5357142857142857,0.5882352941176471,0.5882352941176471
0,0.076923077,0.6666666666666666,0.440677966,0.5520833333333335,0.5817120622568094,0.8919777601270849,0.5627705627705629,0.7674418604651163,0.6152462334157859,0.6796362960931903,0.5357142857142857,0.5882352941176471,0.5882352941176471
